1	0.35885661396250645	True	[0.35885661 0.35885661 0.02463512 0.35885661 0.35885661]
2	0.35960424826265375	True	[0.         0.         0.         0.35960425 0.35885661]
3	0.3601177326789437	True	[0.         0.36011773 0.         0.35885661 0.35885661]
4	0.3601177326789437	True	[0.35885661 0.36011773 0.35885661 0.36011773 0.        ]
5	0.38332947003010337	True	[0.         0.38332947 0.35885661 0.36011773 0.35885661]
6	0.4004472997384921	True	[0.38332947 0.32720229 0.38332947 0.4004473  0.0954508 ]
7	0.4004472997384921	False	[0.         0.         0.         0.23601601 0.39976612]
8	0.4004472997384921	False	[0.38979189 0.         0.35885661 0.35885661 0.        ]
9	0.4254288673244101	True	[0.35885661 0.42542887 0.33504604 0.37114131 0.35895504]
10	0.4254288673244101	True	[0.12801639 0.42542887 0.35885661 0.42542887 0.        ]
11	0.4254288673244101	True	[0.35988521 0.32720229 0.         0.35895504 0.42542887]
12	0.4254288673244101	True	[0.42542887 0.35868589 0.42542887 0.42542887 0.3664878 ]
13	0.4254288673244101	False	[0.01071878 0.35885661 0.         0.35954895 0.        ]
14	0.4254288673244101	False	[0.35885661 0.36011773 0.35952342 0.35903299 0.38247961]
15	0.4254288673244101	True	[0.36018773 0.42542887 0.36011773 0.35885661 0.42542887]
16	0.4338080404675306	True	[0.01071878 0.42542887 0.43380804 0.42542887 0.24893672]
17	0.4338080404675306	True	[0.         0.43380804 0.35675032 0.35885661 0.35885661]
18	0.4338080404675306	False	[0.         0.35885661 0.35885661 0.40123573 0.35885661]
19	0.4338080404675306	True	[0.2583051  0.36732811 0.35885661 0.43380804 0.        ]
20	0.4338080404675306	True	[0.43380804 0.35885661 0.41614426 0.43380804 0.43380804]
